SITE_ID,NFI_SITE,NEAREST_TOWN,PROVINCIAL_MUNICIPALS,PUBLIC_LATTITUDE,PUBLIC_LONGITUDE,ELEVATION,PANEL,CENTER_OF_9_PANELS,ECOZONE_,WHITE_GREEN_ZONE,FOREST_MANAGEMENT_AGREEMENTS,LANDUSE_FRAMEWORK,NATIONAL_PARKS,NATURAL_REGIONS,NATURAL_SUBREGIONS,PROVINCIAL_PROTECTED_AREAS,SUSTAINABLE_RESOURCE_DEVELOPME,WATERSHEDS,WPAC
"1311","1369586","Consort","SA No.4","51.938274","-110.911171","753.4373779","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Battle","Battle River Watershed Alliance"
"1312","1369591","Consort","SA No.4","51.909885","-110.562592","693.6196899","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Battle","Battle River Watershed Alliance"
"1313","1369596","Altario","SA No.4","51.886597","-110.307915","674.604187","B","YES","Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Battle","Battle River Watershed Alliance"
"1314","1369601","Altario","SA No.4","51.812878","-110.020561","698.1586304","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Battle","Battle River Watershed Alliance"
"1315","1376341","Jasper","Jasper NP","52.489193","-118.210709","1913.385986","E",,"Montane Cordillera",,,"Upper Athabasca","Jasper National Park of Canada","Rocky Mountain","Alpine",,,"Upper Athabasca","Athabasca Watershed Council"
"1316","1376346","Jasper","Jasper NP","52.469856","-117.947426","2246.025879","E",,"Montane Cordillera",,,"Upper Athabasca","Jasper National Park of Canada","Rocky Mountain","Alpine",,,"Upper Athabasca","Athabasca Watershed Council"
"1317","1376351","Jasper","Jasper NP","52.421429","-117.620201","2032.05896","A",,"Montane Cordillera",,,"Upper Athabasca","Jasper National Park of Canada","Rocky Mountain","Subalpine",,,"Upper Athabasca","Athabasca Watershed Council"
"1318","1376356","Cadomin","Jasper NP","52.466801","-117.28595","2023.619019","A",,"Montane Cordillera",,,"Upper Athabasca","Jasper National Park of Canada","Rocky Mountain","Alpine",,,"Upper Athabasca","Athabasca Watershed Council"
"1319","1376361","Nordegg","Clearwater","52.396893","-116.929512","1723.235962","A",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Alpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1320","1376366","Nordegg","Clearwater","52.386498","-116.708443","2728.126953","C",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Alpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1321","1376371","Nordegg","Clearwater","52.361107","-116.364555","1631.338013","C",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Rocky Mountain","Subalpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1322","1376376","Nordegg","Clearwater","52.360622","-116.184082","1879.765991","C",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Rocky Mountain","Subalpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1323","1376381","Nordegg","Clearwater","52.33252","-115.820496","1530.859985","D",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1324","1376386","Nordegg","Clearwater","52.280453","-115.569641","1231.677979","D",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1325","1376391","Rocky Mountain House","Clearwater","52.277023","-115.237366","1161.177979","D",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Lower Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1326","1376396","Rocky Mountain House","Clearwater","52.221863","-114.977531","1055.297974","B",,"Boreal PLain","White Area",,"North Saskatchewan",,"Foothills","Lower Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1328","1376406","Spruce View","Clearwater","52.160652","-114.464409","1002.327026","B",,"Boreal PLain","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1329","1376411","Spruce View","Red Deer","52.16412","-114.148193","916.7371826","E",,"Boreal PLain","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1330","1376416","Penhold","Red Deer","52.117481","-113.817741","935.3228149","E",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1331","1376421","Pine Lake","Red Deer","52.052853","-113.565216","977.2495117","E",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1333","1376431","Big Valley","Red Deer","52.019337","-112.946854","849.7484131","A",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1334","1376436","Big Valley","Stettler","51.991528","-112.685448","866.0692139","A",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1335","1376441","Big Valley","Stettler","51.949348","-112.400352","843.5582886","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1336","1376446","Hanna","Stettler","51.934284","-112.057968","869.3469238","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1338","1376456","Coronation","SA No.2","51.829441","-111.513512","787.001709","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Battle","Battle River Watershed Alliance"
"1339","1376461","Veteran","SA No.4","51.804237","-111.278137","773.2542114","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Battle","Battle River Watershed Alliance"
"1340","1376466","Veteran","SA No.4","51.778267","-110.950378","752.5742188","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Battle","Battle River Watershed Alliance"
"1341","1376471","New Brigden","SA No.3","51.700825","-110.635551","778.949585","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Battle","Battle River Watershed Alliance"
"1343","1376481","New Brigden","SA No.3","51.646828","-110.099785","709.5186768","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Battle","Battle River Watershed Alliance"
"1344","1383231","Jasper","Jasper NP","52.280956","-117.574394","2610.981934","D",,"Montane Cordillera",,,"Upper Athabasca","Jasper National Park of Canada","Rocky Mountain","Alpine",,,"Upper Athabasca","Athabasca Watershed Council"
"1345","1383236","Jasper","Jasper NP","52.252869","-117.337997","2168.37793","D","YES","Montane Cordillera",,,"Upper Athabasca","Jasper National Park of Canada","Rocky Mountain","Subalpine",,,"Upper Athabasca","Athabasca Watershed Council"
"1346","1383241","Nordegg","Clearwater","52.226986","-117.028839","2221.399902","D",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Alpine","Other Provincial Protected Areas","Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1347","1383246","Nordegg","Clearwater","52.220783","-116.743568","2472.740967","B",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Alpine","Other Provincial Protected Areas","Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1348","1383251","Nordegg","Clearwater","52.161774","-116.442413","1460.81897","B",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Montane",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1349","1383256","Nordegg","Clearwater","52.15295","-116.187599","1848.708984","B",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Subalpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1350","1383261","Nordegg","Clearwater","52.133961","-115.864571","1657.343018","E",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Rocky Mountain","Subalpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1351","1383266","Rocky Mountain House","Clearwater","52.082951","-115.556076","1711.362061","E","YES","Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1352","1383271","Caroline","Clearwater","52.086155","-115.320328","1336.801025","E",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1353","1383276","Caroline","Clearwater","52.018738","-115.006264","1188.871948","A",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Lower Foothills",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1354","1383281","Caroline","Clearwater","52.060474","-114.732391","1116.561035","A",,"Boreal PLain","White Area",,"North Saskatchewan",,"Boreal","Dry Mixedwood",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1355","1383286","Spruce View","Red Deer","51.966812","-114.440094","1001.52002","A",,"Boreal PLain","White Area",,"Red Deer",,"Boreal","Dry Mixedwood",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1356","1383291","Bowden","Red Deer","51.942356","-114.136139","945.9805908","C",,"Prairie","White Area",,"Red Deer",,"Boreal","Dry Mixedwood",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1357","1383296","Innisfail","Red Deer","51.950893","-113.804253","982.1389771","C",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1358","1383301","Wimborne","Kneehill","51.934963","-113.583092","986.9719849","C",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1359","1383306","Trochu","Kneehill","51.837631","-113.303398","925.3685303","D",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1360","1383311","Trochu","Starland","51.835041","-112.96685","709.6884155","D",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1361","1383316","Morrin","Starland","51.823643","-112.774269","843.3552246","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1362","1383321","Delia","Starland","51.758121","-112.461449","861.0341187","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1363","1383326","Hanna","SA No.2","51.720058","-112.105583","852.6912231","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1364","1383331","Hanna","SA No.2","51.690331","-111.875153","846.9957886","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1365","1383336","Hanna","SA No.2","51.684143","-111.629646","768.8555298","E",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1366","1383341","Youngstown","SA No.2","51.655506","-111.279984","763.4105835","E","YES","Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Battle","Battle River Watershed Alliance"
"1367","1383346","Youngstown","SA No.3","51.580669","-110.964806","769.2080078","E",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Battle","Battle River Watershed Alliance"
"1368","1383351","Cereal","SA No.3","51.570057","-110.756241","753.6417236","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Battle","Battle River Watershed Alliance"
"1370","1383361","Oyen","SA No.3","51.464886","-110.134605","736.4351807","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","South East Alberta Watershed Alliance"
"1371","1390121","Nordegg","Banff NP","52.068222","-117.042381","1500.291992","D",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Subalpine",,,"Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1372","1390126","Nordegg","Banff NP","52.051147","-116.815063","2893.540039","B",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Alpine",,,"Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1374","1390136","Nordegg","Clearwater","51.989647","-116.228493","1965.616943","B",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Subalpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1375","1390141","Nordegg","Clearwater","51.97789","-115.93544","1880.067993","E",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Subalpine",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1376","1390146","Caroline","Clearwater","51.943516","-115.623833","1661.926025","E",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1377","1390151","Caroline","Clearwater","51.906822","-115.327484","1713.80896","E",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1378","1390156","Sundre","Clearwater","51.844158","-115.045753","1268.81604","A",,"Boreal PLain","Green Area","Spray Lake Sawmills (1980) Ltd.","North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1380","1390166","Sundre","Mountain View","51.793423","-114.455902","1046.609009","A",,"Boreal PLain","White Area",,"Red Deer",,"Boreal","Dry Mixedwood",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1381","1390171","Olds","Mountain View","51.787006","-114.146881","1011.72998","C",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1382","1390176","Olds","Mountain View","51.740936","-113.919395","969.3884888","C","YES","Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1383","1390181","Wimborne","Kneehill","51.733898","-113.641487","884.8311768","C",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1385","1390191","Three Hills","Kneehill","51.660389","-113.029747","821.6743774","D","YES","Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1386","1390196","Morrin","Starland","51.654629","-112.760307","831.4226074","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1387","1390201","Delia","Starland","51.572464","-112.474205","851.1242065","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1388","1390206","Delia","SA No.2","51.5336","-112.237404","950.4514771","B","YES","Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1389","1390211","Hanna","SA No.2","51.522919","-111.884567","788.1624146","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1390","1390216","Hanna","SA No.2","51.518227","-111.643318","831.0687256","E",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1391","1390221","Youngstown","SA No.2","51.474148","-111.321152","773.4569702","E",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1392","1390226","Youngstown","SA No.3","51.384136","-111.077873","776.2385864","E",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Battle","Battle River Watershed Alliance"
"1393","1390231","Cereal","SA No.3","51.398434","-110.77002","738.0632935","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1394","1390236","Oyen","SA No.3","51.332428","-110.549271","768.1077271","A","YES","Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1395","1390241","Acadia Valley","SA No.3","51.284584","-110.260117","764.2095947","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1396","1397006","Nordegg","Banff NP","51.873302","-116.828979","2254.641113","B",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Subalpine",,,"Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1397","1397011","Nordegg","Banff NP","51.802513","-116.519928","2519.822021","B",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Subalpine",,,"Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1398","1397016","Nordegg","Banff NP","51.793373","-116.220932","2380.006104","B",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Alpine",,,"Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1399","1397021","Banff","Banff NP","51.806267","-115.947441","2338.4729","E",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Alpine",,,"Upper North Saskatchewan","North Saskatchewan Watershed Alliance"
"1400","1397026","Banff","Clearwater","51.780613","-115.634186","2098.270996","E",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Rocky Mountain","Subalpine",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1401","1397031","Sundre","Clearwater","51.728539","-115.433289","1708.418945","E",,"Montane Cordillera","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1402","1397036","Sundre","Clearwater","51.709274","-115.120628","1516.161987","A",,"Boreal PLain","Green Area",,"North Saskatchewan",,"Foothills","Upper Foothills",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1403","1397041","Sundre","Bighorn","51.656414","-114.798325","1351.131958","A",,"Boreal PLain","Green Area",,"South Saskatchewan",,"Foothills","Lower Foothills",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1404","1397046","Cremona","Mountain View","51.628845","-114.555679","1190.495972","A",,"Boreal PLain","White Area",,"Red Deer",,"Boreal","Dry Mixedwood",,"Clearwater","Red Deer","Red Deer River Watershed Alliance"
"1405","1397051","Carstairs","Mountain View","51.57692","-114.218719","1084.803955","C",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1406","1397056","Carstairs","Mountain View","51.565754","-114.0187","996.7612305","C",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1407","1397061","Acme","Mountain View","51.548641","-113.706932","955.9918213","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Foothills Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1408","1397066","Acme","Kneehill","51.509693","-113.403748","830.4841919","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Foothills Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1409","1397071","Carbon","Kneehill","51.482254","-113.121147","764.2075195","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1410","1397076","Munson","Starland","51.479015","-112.805328","815.9718018","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1411","1397081","Drumheller","Starland","51.412235","-112.587357","822.6890869","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1412","1397086","Drumheller","SA No.2","51.398739","-112.253281","916.5554199","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1413","1397091","Sunnynook","SA No.2","51.33112","-111.985046","827.8618164","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1414","1397096","Sunnynook","SA No.2","51.299282","-111.666855","784.4299927","E",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1416","1397106","Cereal","SA No.3","51.21452","-111.136772","813.3994141","E",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1417","1397111","Cereal","SA No.3","51.179108","-110.888245","735.9052734","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1418","1397116","Oyen","SA No.3","51.152718","-110.549149","786.992981","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1419","1397121","Acadia Valley","Acadia","51.113495","-110.340263","707.9047241","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1420","1397126","Empress","Acadia","51.066063","-109.998085","718.6583252","C","YES","Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer",
"1422","1403901","Banff","Banff NP","51.602654","-116.024124","2920","C",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Alpine",,,"Red Deer","Red Deer River Watershed Alliance"
"1423","1403906","Banff","Banff NP","51.595943","-115.682678","2483.075928","C",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Subalpine",,,"Red Deer","Red Deer River Watershed Alliance"
"1424","1403911","Banff","Bighorn","51.552536","-115.479607","2060.500977","C",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Subalpine",,"Southern Rockies","Red Deer","Red Deer River Watershed Alliance"
"1425","1403916","Banff","Bighorn","51.51881","-115.188652","1595.14502","D",,"Boreal PLain","Green Area","Spray Lake Sawmills (1980) Ltd.","South Saskatchewan",,"Foothills","Upper Foothills",,"Southern Rockies","Red Deer","Red Deer River Watershed Alliance"
"1426","1403921","Cremona","Bighorn","51.522579","-114.844032","1376.619019","D",,"Boreal PLain","Green Area",,"South Saskatchewan",,"Foothills","Upper Foothills",,"Southern Rockies","Red Deer","Red Deer River Watershed Alliance"
"1428","1403931","Cremona","Mountain View","51.459274","-114.296379","1139.842041","B",,"Prairie","White Area",,"Red Deer",,"Parkland","Central Parkland",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1429","1403936","Crossfield","Rocky View","51.373363","-114.022156","1096.425049","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Bow","Bow River Basin Council"
"1430","1403941","Irricana","Rocky View","51.377083","-113.72921","973.8079834","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1431","1403946","Beiseker","Rocky View","51.361668","-113.435425","904.1054077","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1432","1403951","Rockyford","Wheatland","51.285931","-113.162788","837.048523","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1434","1403961","Drumheller","Wheatland","51.230656","-112.634445","1017.843018","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Northern Fescue",,"Prairies","Bow","Bow River Basin Council"
"1435","1403966","Drumheller","Wheatland","51.225536","-112.269989","874.8306274","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1436","1403971","Sunnynook","SA No.2","51.158115","-112.060234","781.2407837","A",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1437","1403976","Sunnynook","SA No.2","51.105412","-111.760864","742.9099731","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1438","1403981","Sunnynook","SA No.2","51.101788","-111.487175","710.3532715","C","YES","Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1439","1403986","Jenner","SA No.3","51.026218","-111.178215","741.6259766","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1440","1403991","Jenner","SA No.3","51.008621","-110.869843","779.1704712","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1441","1403996","Acadia Valley","SA No.3","50.968857","-110.58252","709.9962769","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1442","1404001","Acadia Valley","Acadia","50.962753","-110.353027","649.8236084","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1443","1404006","Empress","SA No.2","50.87767","-110.086479","681.5629273","B",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1444","1410781","Banff","Banff NP","51.400162","-116.07901","1850.302979","C",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Subalpine",,,"Bow","Bow River Basin Council"
"1445","1410786","Banff","Banff NP","51.424744","-115.768616","2839.427979","C","YES","Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Alpine",,,"Bow","Bow River Basin Council"
"1446","1410791","Banff","Bighorn","51.395973","-115.447693","2877.887939","C",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Subalpine","Other Provincial Protected Areas","Southern Rockies","Bow","Bow River Basin Council"
"1447","1410796","Canmore","Bighorn","51.324001","-115.221794","2057.639893","D",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Subalpine","Don Getty Wildland","Southern Rockies","Bow","Bow River Basin Council"
"1448","1410801","Morley","Bighorn","51.301685","-114.874992","1375.130981","D","YES","Montane Cordillera","Green Area","Spray Lake Sawmills (1980) Ltd.","South Saskatchewan",,"Rocky Mountain","Montane",,"Southern Rockies","Bow","Bow River Basin Council"
"1449","1410806","Cochrane","Rocky View","51.282284","-114.577766","1273.186035","D",,"Prairie","White Area",,"South Saskatchewan",,"Parkland","Foothills Parkland",,"Southern Rockies","Bow","Bow River Basin Council"
